Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
31/01/2018,100,28,High,campbell river,BC,Use recreationally,Daily,28
31/01/2018,10,1,High,campbell river,BC,Medicate without a medical document,Daily,7
01/02/2018,25,3.5,High,campbell river,BC,Use recreationally,A few times per week,7
30/01/2018,125,28,Medium,campbell river,BC,Use recreationally,Daily,7
31/01/2018,100,28,High,campbell river,BC,Use recreationally,A few times per week,7
30/01/2018,140,28,High,campbell river,BC,Medicate without a medical document,Daily,3.5
30/01/2018,45,3.5,High,campbell river,BC,Use recreationally,A few times per month,1
30/01/2018,10,1,High,campbell river,BC,Medicate without a medical document,A few times per week,0.5
01/02/2018,10,1,Medium,campbell river,BC,Use recreationally,,0
31/01/2018,9,1,High,campbell river,BC,Medicate with a medical document,,0
31/01/2018,8,1,High,campbell river,BC,Medicate with a medical document,,0
26/01/2018,20,3.5,High,campbell river,BC,Use recreationally,,0
31/01/2018,5,1,High,campbell river 11,BC,Medicate without a medical document,Daily,15
03/02/2018,11,1,High,tork 7,BC,Use recreationally,Daily,28
03/02/2018,11,1,High,tork 7,BC,Use recreationally,Daily,14
26/01/2018,160,28,High,comox,BC,Use recreationally,A few times per week,28
31/01/2018,50,7,High,comox,BC,Medicate without a medical document,Daily,14
02/02/2018,100,28,High,comox,BC,Use recreationally,Daily,14
02/02/2018,20,3.5,High,comox,BC,Use recreationally,A few times per week,3.5
02/02/2018,25,3.5,Medium,comox,BC,Use recreationally,A few times a year,0.5
30/01/2018,20,4,High,comox,BC,Use recreationally,A few times a year,0.5
01/02/2018,80,28,Medium,comox,BC,Medicate with a medical document,Daily,0
30/01/2018,50,7,High,courtenay,BC,Medicate without a medical document,Daily,28
30/01/2018,180,28,High,courtenay,BC,Medicate without a medical document,A few times per week,28
26/01/2018,160,28,High,courtenay,BC,Medicate without a medical document,Daily,28
31/01/2018,150,28,High,courtenay,BC,Medicate with a medical document,Daily,28
01/02/2018,150,28,High,courtenay,BC,Medicate without a medical document,Daily,28
30/01/2018,5,1,High,courtenay,BC,Use recreationally,Daily,28
30/01/2018,120,28,High,courtenay,BC,Use recreationally,Daily,28
31/01/2018,110,28,High,courtenay,BC,Medicate without a medical document,Daily,28
31/01/2018,100,28,High,courtenay,BC,Medicate without a medical document,Daily,15
30/01/2018,50,7,High,courtenay,BC,Medicate without a medical document,Daily,14
25/01/2018,130.5,28,Medium,courtenay,BC,Use recreationally,Daily,14
31/01/2018,180,28,High,courtenay,BC,Use recreationally,Daily,7
31/01/2018,40,7,High,courtenay,BC,Medicate without a medical document,Daily,3.5
30/01/2018,140,28,High,courtenay,BC,Medicate without a medical document,A few times a year,0.5
30/01/2018,50,7,High,courtenay,BC,Use recreationally,A few times a year,0
30/01/2018,120,28,High,courtenay,BC,Medicate without a medical document,,0
31/01/2018,170,28,Medium,cumberland,BC,Medicate without a medical document,,0
01/02/2018,140,28,High,comox valley a,BC,Use recreationally,Daily,60
02/02/2018,100,28,High,comox valley a,BC,Use recreationally,Daily,3.5
30/01/2018,7,1,High,powell river,BC,Use recreationally,A few times per week,28
31/01/2018,80,28,Medium,powell river,BC,Use recreationally,Daily,7
30/01/2018,150,28,High,gibsons,BC,Medicate without a medical document,Daily,28
30/01/2018,125,28,Medium,gibsons,BC,Use recreationally,Daily,3.5
31/01/2018,120,28,High,gibsons,BC,Medicate with a medical document,Daily,3.5
03/02/2018,15,3.5,Medium,gibsons,BC,Medicate without a medical document,A few times per month,1
30/01/2018,200,28,High,sechelt,BC,Use recreationally,Daily,28
25/01/2018,5,1,Low,sechelt,BC,Medicate without a medical document,Daily,28
31/01/2018,120,28,Medium,sechelt,BC,Medicate without a medical document,Daily,14
30/01/2018,120,28,High,sechelt,BC,Medicate without a medical document,Daily,7
26/01/2018,140,28,High,sechelt,BC,Medicate without a medical document,Daily,0
30/01/2018,50,7,High,sunshine coast d,BC,Use recreationally,Daily,3.5
30/01/2018,8.43,1,High,sechelt (part),BC,Use recreationally,A few times per month,1
01/02/2018,10,1,High,squamish,BC,Medicate with a medical document,Daily,28
01/02/2018,140,28,High,squamish,BC,Use recreationally,Daily,28
31/01/2018,140,28,High,squamish,BC,Use recreationally,Daily,14
30/01/2018,75,28,High,squamish,BC,Use recreationally,A few times per month,7
30/01/2018,10,1,Medium,squamish,BC,Medicate with a medical document,Daily,3.5
30/01/2018,45,7,High,squamish,BC,Use recreationally,A few times per month,0.5
01/02/2018,160,28,,pemberton,BC,Use recreationally,Daily,3.5
30/01/2018,20,3.5,Medium,whistler,BC,Medicate without a medical document,Daily,30
01/02/2018,25,3.5,,whistler,BC,Medicate without a medical document,Daily,14
25/01/2018,45,7,High,whistler,BC,Use recreationally,Daily,14
27/01/2018,140,28,High,whistler,BC,Use recreationally,Daily,14
25/01/2018,20,3.5,High,whistler,BC,Use recreationally,A few times per month,3.5
30/01/2018,35,3.5,High,whistler,BC,Use recreationally,A few times a year,0.5
02/02/2018,80,14,Medium,whistler,BC,Use recreationally,,0
25/01/2018,65,12,High,whistler,BC,Medicate without a medical document,,0
28/01/2018,165,28,High,bridge river 1,BC,Use recreationally,Daily,30
30/01/2018,140,28,Medium,merritt,BC,Use recreationally,Daily,48
31/01/2018,140,28,High,kamloops,BC,Medicate without a medical document,Daily,112
31/01/2018,125,28,High,kamloops,BC,Medicate without a medical document,Daily,112
02/02/2018,140,28,High,kamloops,BC,Medicate without a medical document,Daily,93
30/01/2018,160,28,,kamloops,BC,Medicate without a medical document,Daily,56
01/02/2018,150,28,High,kamloops,BC,Medicate without a medical document,Daily,56
29/01/2018,75,28,Medium,kamloops,BC,Use recreationally,Daily,56
31/01/2018,500,112,High,kamloops,BC,Medicate without a medical document,Daily,42
30/01/2018,35,3.5,Medium,kamloops,BC,Medicate without a medical document,Daily,30
30/01/2018,20,3.5,High,kamloops,BC,Medicate without a medical document,Daily,30
31/01/2018,35,3.5,High,kamloops,BC,Medicate with a medical document,Daily,28
26/01/2018,30,3.5,High,kamloops,BC,Medicate without a medical document,Daily,28
01/02/2018,30,3.5,Medium,kamloops,BC,Medicate with a medical document,Daily,28
31/01/2018,110,14,High,kamloops,BC,Medicate with a medical document,Daily,28
31/01/2018,25,3.5,High,kamloops,BC,Use recreationally,Daily,28
01/02/2018,50,7,High,kamloops,BC,Use recreationally,Daily,28
30/01/2018,90,14,High,kamloops,BC,Use recreationally,Daily,28
01/02/2018,180,28,High,kamloops,BC,Medicate without a medical document,Daily,28
26/01/2018,6,1,High,kamloops,BC,Medicate without a medical document,Daily,28
01/02/2018,6,1,High,kamloops,BC,Use recreationally,Daily,28
02/02/2018,150,28,High,kamloops,BC,Use recreationally,Daily,28
30/01/2018,140,28,High,kamloops,BC,Medicate without a medical document,Daily,28
31/01/2018,140,28,High,kamloops,BC,Medicate without a medical document,Daily,28
31/01/2018,130,28,High,kamloops,BC,Use recreationally,A few times per week,28
30/01/2018,60,14,Medium,kamloops,BC,Medicate without a medical document,A few times per week,28
30/01/2018,1400,454,Medium,kamloops,BC,Use recreationally,A few times per week,28
30/01/2018,100,14,High,kamloops,BC,Use recreationally,Daily,14
30/01/2018,180,28,Medium,kamloops,BC,Use recreationally,Daily,14
02/02/2018,40,7,High,kamloops,BC,Use recreationally,Daily,14
30/01/2018,120,28,High,kamloops,BC,Use recreationally,A few times per week,14
31/01/2018,15,3.5,Medium,kamloops,BC,Medicate without a medical document,Daily,14
31/01/2018,1900,448,High,kamloops,BC,Medicate without a medical document,Daily,14
30/01/2018,100,28,High,kamloops,BC,Medicate without a medical document,A few times per week,14
30/01/2018,100,28,High,kamloops,BC,Use recreationally,A few times per month,14
27/01/2018,7.5,1,High,kamloops,BC,Medicate without a medical document,A few times per week,7
31/01/2018,25,3.5,High,kamloops,BC,Medicate without a medical document,Daily,7
30/01/2018,8,1,High,kamloops,BC,Medicate without a medical document,A few times per week,3.5
30/01/2018,180,28,High,kamloops,BC,Medicate without a medical document,A few times per month,3.5
26/01/2018,40,7,Medium,kamloops,BC,Medicate without a medical document,A few times per week,3.5
31/01/2018,20,3.5,High,kamloops,BC,Use recreationally,Daily,3.5
01/02/2018,150,28,High,kamloops,BC,Use recreationally,Daily,3.5
30/01/2018,100,28,Medium,kamloops,BC,Use recreationally,A few times per month,3.5
30/01/2018,12.4,1,High,kamloops,BC,Use recreationally,A few times per week,1
30/01/2018,10,1,High,kamloops,BC,Use recreationally,A few times per month,1
30/01/2018,150,28,High,kamloops,BC,Medicate without a medical document,A few times per week,1
05/02/2018,150,28,Medium,kamloops,BC,Medicate without a medical document,Daily,28
31/01/2018,5,1,Medium,kamloops,BC,Use recreationally,A few times per week,1
01/02/2018,15,1,High,kamloops,BC,Use recreationally,A few times a year,0.5
30/01/2018,125,28,High,kamloops,BC,Use recreationally,A few times a year,0.5
31/01/2018,70,7,High,kamloops,BC,Use recreationally,,0
01/02/2018,10,1,High,kamloops,BC,Use recreationally,A few times a year,0
26/01/2018,7.5,1,Medium,kamloops,BC,Medicate without a medical document,,0
31/01/2018,160,28,High,kamloops,BC,Use recreationally,Daily,0
01/02/2018,40,7,High,kamloops,BC,Use recreationally,,0
30/01/2018,150,28,High,kamloops,BC,Medicate with a medical document,,0
30/01/2018,100,28,Medium,kamloops,BC,Use recreationally,,0
30/01/2018,100,28,High,kamloops,BC,Medicate with a medical document,,0
26/01/2018,80,14,Medium,sun peaks mountain,BC,Use recreationally,Daily,28
30/01/2018,150,28,High,clearwater,BC,Use recreationally,A few times a year,0.5
06/02/2018,120,28,High,barriere,BC,Use recreationally,Daily,120
30/01/2018,150,28,Medium,barriere,BC,Medicate without a medical document,Daily,28
05/02/2018,100,28,Medium,105 mile post 2,BC,Medicate with a medical document,Daily,28
01/02/2018,500,28,High,105 mile post 2,BC,Medicate without a medical document,,0
31/01/2018,100,28,High,kamloops 1,BC,Medicate without a medical document,Daily,56
31/01/2018,40,3.5,High,kamloops 1,BC,Medicate without a medical document,Daily,28
30/01/2018,160,28,Medium,kamloops 1,BC,Use recreationally,Daily,28
03/02/2018,9,1,High,kamloops 1,BC,Medicate with a medical document,Daily,15
30/01/2018,12,1,High,kamloops 1,BC,Medicate with a medical document,A few times per week,1
30/01/2018,20,3.5,Medium,kamloops 1,BC,Medicate without a medical document,,0
02/02/2018,1400,454,High,kelowna,BC,Medicate without a medical document,Daily,250
30/01/2018,70,28,High,kelowna,BC,Medicate with a medical document,Daily,112
02/02/2018,150,28,High,kelowna,BC,Medicate without a medical document,Daily,56
01/02/2018,140,28,High,kelowna,BC,Use recreationally,Daily,56
01/02/2018,150,56,High,kelowna,BC,Medicate with a medical document,Daily,56
31/01/2018,125,28,High,kelowna,BC,Medicate with a medical document,Daily,50
01/02/2018,140,28,High,kelowna,BC,Medicate without a medical document,Daily,42
31/01/2018,200,28,High,kelowna,BC,Medicate with a medical document,Daily,40
31/01/2018,150,28,High,kelowna,BC,Medicate with a medical document,Daily,35
31/01/2018,65,14,High,kelowna,BC,Medicate without a medical document,Daily,30
30/01/2018,30,7,High,kelowna,BC,Medicate with a medical document,Daily,30
30/01/2018,35,3.5,High,kelowna,BC,Medicate without a medical document,Daily,28
02/02/2018,220,28,High,kelowna,BC,Medicate without a medical document,A few times per week,28
30/01/2018,200,28,High,kelowna,BC,Medicate with a medical document,Daily,28
31/01/2018,200,28,High,kelowna,BC,Medicate with a medical document,Daily,28
30/01/2018,6.5,1,Medium,kelowna,BC,Use recreationally,Daily,28
30/01/2018,170,28,High,kelowna,BC,Medicate without a medical document,Daily,28
26/01/2018,20,3.5,High,kelowna,BC,Use recreationally,Daily,28
30/01/2018,20,3.5,High,kelowna,BC,Medicate with a medical document,Daily,28
30/01/2018,80,14,High,kelowna,BC,Medicate without a medical document,Daily,28
30/01/2018,20,3.5,High,kelowna,BC,Medicate without a medical document,Daily,28
02/02/2018,80,14,High,kelowna,BC,Medicate without a medical document,Daily,28
26/01/2018,150,28,High,kelowna,BC,Use recreationally,Daily,28
30/01/2018,150,28,High,kelowna,BC,Medicate without a medical document,Daily,28
31/01/2018,150,28,High,kelowna,BC,Medicate without a medical document,Daily,28
01/02/2018,150,28,High,kelowna,BC,Medicate with a medical document,Daily,28
03/02/2018,300,56,High,kelowna,BC,Medicate without a medical document,Daily,28
26/01/2018,125,28,High,kelowna,BC,Use recreationally,Daily,28
30/01/2018,120,28,High,kelowna,BC,Use recreationally,Daily,28
30/01/2018,120,28,High,kelowna,BC,Medicate with a medical document,Daily,28
31/01/2018,4,1,High,kelowna,BC,Use recreationally,Daily,28
30/01/2018,100,28,High,kelowna,BC,Medicate without a medical document,Daily,28
26/01/2018,60,7,Medium,kelowna,BC,Use recreationally,Daily,14
31/01/2018,30,3.5,High,kelowna,BC,Medicate without a medical document,Daily,14
31/01/2018,30,3.5,High,kelowna,BC,Medicate without a medical document,Daily,14
30/01/2018,55,7,High,kelowna,BC,Use recreationally,Daily,14
27/01/2018,100,14,Medium,kelowna,BC,Use recreationally,Daily,14
27/01/2018,100,14,High,kelowna,BC,Use recreationally,Daily,14
31/01/2018,22.5,3.5,Medium,kelowna,BC,Medicate without a medical document,Daily,14
30/01/2018,80,14,High,kelowna,BC,Use recreationally,Daily,14
31/01/2018,80,14,High,kelowna,BC,Medicate with a medical document,Daily,14
30/01/2018,35,7,Medium,kelowna,BC,Use recreationally,A few times per week,14
30/01/2018,140,28,High,kelowna,BC,Use recreationally,Daily,14
31/01/2018,70,14,High,kelowna,BC,Use recreationally,Daily,14
03/02/2018,100,21,Medium,kelowna,BC,Use recreationally,Daily,14
30/01/2018,120,28,High,kelowna,BC,Medicate with a medical document,Daily,14
01/02/2018,100,28,Medium,kelowna,BC,Use recreationally,Daily,14
30/01/2018,40,7,High,kelowna,BC,Medicate without a medical document,Daily,9
01/02/2018,280,28,Medium,kelowna,BC,Medicate without a medical document,A few times per month,7
30/01/2018,35,3.5,High,kelowna,BC,Medicate with a medical document,Daily,7
30/01/2018,10,1,High,kelowna,BC,Use recreationally,Daily,7
30/01/2018,8,1,High,kelowna,BC,Medicate without a medical document,Daily,7
31/01/2018,25,3.5,High,kelowna,BC,Use recreationally,A few times per week,7
26/01/2018,7,1,High,kelowna,BC,Use recreationally,A few times per week,7
26/01/2018,20,3.5,Medium,kelowna,BC,Use recreationally,A few times per week,7
31/01/2018,80,14,High,kelowna,BC,Use recreationally,A few times per week,7
31/01/2018,20,3.5,High,kelowna,BC,Use recreationally,A few times per week,7
31/01/2018,20,3.5,Medium,kelowna,BC,Use recreationally,Daily,7
31/01/2018,40,7,High,kelowna,BC,Medicate without a medical document,Daily,7
26/01/2018,35,7,High,kelowna,BC,Use recreationally,A few times per month,7
26/01/2018,130,28,High,kelowna,BC,Use recreationally,A few times per week,7
26/01/2018,100,28,Medium,kelowna,BC,Use recreationally,Daily,7
26/01/2018,70,28,High,kelowna,BC,Medicate without a medical document,A few times a year,7
30/01/2018,10,1,High,kelowna,BC,Medicate without a medical document,Daily,3.5
31/01/2018,75,14,High,kelowna,BC,Medicate without a medical document,Daily,3.5
04/02/2018,5,1,High,kelowna,BC,Use recreationally,A few times per month,3.5
27/01/2018,4,1,High,kelowna,BC,Use recreationally,A few times per week,3.5
30/01/2018,30,3.5,High,kelowna,BC,Use recreationally,A few times per month,1
30/01/2018,25,3.5,High,kelowna,BC,Use recreationally,A few times per month,1
06/02/2018,200,28,High,kelowna,BC,Medicate with a medical document,Daily,3.5
30/01/2018,20,3.5,Medium,kelowna,BC,Medicate without a medical document,A few times per week,1
01/02/2018,40,7,Medium,kelowna,BC,Medicate without a medical document,A few times per month,1
31/01/2018,35,3.5,High,kelowna,BC,Medicate with a medical document,,0
30/01/2018,50,7,High,kelowna,BC,Medicate without a medical document,,0
31/01/2018,200,28,High,kelowna,BC,Use recreationally,,0
30/01/2018,185,28,Medium,kelowna,BC,Medicate without a medical document,,0
31/01/2018,6.5,1,High,kelowna,BC,Use recreationally,,0
01/02/2018,6.5,1,High,kelowna,BC,Medicate with a medical document,,0
31/01/2018,6.32,1,Medium,kelowna,BC,Medicate with a medical document,,0
31/01/2018,40,7,High,kelowna,BC,Use recreationally,,0
01/02/2018,160,28,Medium,kelowna,BC,Medicate with a medical document,,0
30/01/2018,150,28,High,kelowna,BC,Use recreationally,Daily,0
02/02/2018,150,28,High,kelowna,BC,Medicate without a medical document,,0
